title,vote_count,vote_average,year,genres,id
Even Cowgirls Get the Blues,29.0,4.2,1994,"['Western', 'Drama', 'Comedy', 'Romance']",34444
Fatal Instinct,37.0,5.4,1993,['Comedy'],26141
Farewell My Concubine,98.0,7.8,1993,['Drama'],10997
Fearless,80.0,6.8,1993,['Drama'],10443
Fear of a Black Hat,11.0,5.8,1994,['Comedy'],20239
With Honors,54.0,6.1,1994,"['Comedy', 'Drama']",16297
Flesh and Bone,22.0,6.2,1993,"['Drama', 'Mystery', 'Romance']",18551
For Love or Money,77.0,5.7,1993,"['Comedy', 'Romance']",9024
The Firm,513.0,6.6,1993,"['Drama', 'Mystery', 'Thriller']",37233
Free Willy,429.0,6.0,1993,"['Family', 'Adventure']",1634
Fresh,56.0,7.6,1994,"['Crime', 'Drama', 'Thriller']",13815
The Fugitive,1240.0,7.2,1993,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",5503
Geronimo: An American Legend,44.0,5.9,1993,"['History', 'Action', 'Drama', 'Western']",35588
The Getaway,81.0,5.4,1994,"['Drama', 'Action', 'Thriller']",2087
Getting Even with Dad,43.0,4.5,1994,"['Family', 'Comedy', 'Crime']",41579
A Good Man in Africa,11.0,5.2,1994,"['Comedy', 'Drama']",41006
Guilty as Sin,21.0,5.6,1993,"['Drama', 'Thriller']",4916
Hard Target,237.0,6.1,1993,"['Action', 'Adventure', 'Crime', 'Thriller']",2019
Heaven & Earth,51.0,6.4,1993,"['History', 'War', 'Action', 'Drama']",31642
Hot Shots! Part Deux,463.0,6.2,1993,"['Action', 'Comedy', 'War']",9255
Live Nude Girls,12.0,4.7,1995,['Comedy'],26271
The Englishman Who Went Up a Hill But Came Down a Mountain,83.0,6.1,1995,"['Drama', 'Comedy', 'Romance']",10612
The House of the Spirits,135.0,6.7,1993,"['Romance', 'Drama']",2259
House Party 3,11.0,4.6,1994,['Comedy'],16097
The Hudsucker Proxy,280.0,7.1,1994,"['Comedy', 'Drama']",11934
I'll Do Anything,18.0,5.7,1994,"['Comedy', 'Drama']",106143
In the Army Now,54.0,4.7,1994,['Comedy'],12475
In the Line of Fire,392.0,6.8,1993,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",9386
In the Name of the Father,363.0,7.6,1993,['Drama'],7984
What's Love Got to Do with It,75.0,6.9,1993,"['Drama', 'Music']",15765
Jimmy Hollywood,17.0,4.6,1994,['Comedy'],31643
Judgment Night,79.0,6.4,1993,"['Action', 'Thriller', 'Crime']",6
Jurassic Park,4956.0,7.6,1993,"['Adventure', 'Science Fiction']",329
Kalifornia,209.0,6.5,1993,"['Thriller', 'Crime']",10909
Killing Zoe,111.0,6.1,1993,"['Action', 'Crime', 'Drama', 'Thriller']",507
King of the Hill,33.0,6.4,1993,['Drama'],34024
Lassie,54.0,6.1,1994,"['Action', 'Adventure', 'Drama', 'Family']",29918
Last Action Hero,725.0,6.1,1993,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",9593
Life With Mikey,24.0,5.1,1993,"['Comedy', 'Family']",42580
Lightning Jack,40.0,5.7,1994,"['Action', 'Comedy', 'Western']",22317
M. Butterfly,35.0,6.6,1993,"['Drama', 'Romance']",1413
Made in America,86.0,5.3,1993,['Comedy'],12121
Malice,105.0,5.9,1993,"['Drama', 'Crime']",2246
The Man without a Face,125.0,6.2,1993,['Drama'],10502
Manhattan Murder Mystery,169.0,7.1,1993,"['Comedy', 'Mystery']",10440
Menace II Society,179.0,7.2,1993,"['Drama', 'Action', 'Crime']",9516
Executive Decision,261.0,5.8,1996,"['Action', 'Adventure', 'Drama', 'Thriller']",2320
In the Realm of the Senses,112.0,6.5,1976,"['Drama', 'Romance']",5879
Much Ado About Nothing,194.0,7.2,1993,"['Drama', 'Comedy', 'Romance']",11971
Mr. Jones,35.0,5.9,1993,"['Drama', 'Romance']",2625
Mr. Wonderful,11.0,5.5,1993,"['Comedy', 'Romance']",31911
Mrs. Doubtfire,1638.0,7.0,1993,"['Comedy', 'Drama', 'Family']",788
Naked,105.0,7.5,1993,"['Comedy', 'Drama']",21450
The Next Karate Kid,202.0,4.8,1994,['Adventure'],11231
No Escape,86.0,6.1,1994,"['Action', 'Drama', 'Science Fiction', 'Thriller']",10447
North,67.0,4.8,1994,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",31586
Orlando,53.0,6.7,1992,"['Romance', 'Drama', 'Fantasy']",9300
A Perfect World,376.0,7.2,1993,"['Crime', 'Drama', 'Thriller']",9559
Philadelphia,1019.0,7.6,1993,['Drama'],9800
The Piano,290.0,7.1,1993,"['Drama', 'Romance']",713
Poetic Justice,47.0,6.9,1993,"['Drama', 'Romance']",8291
The Program,28.0,6.0,1993,['Drama'],18133
The Puppet Masters,41.0,5.6,1994,"['Horror', 'Science Fiction', 'Thriller']",25557
Radioland Murders,12.0,5.8,1994,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']",22588
The Ref,99.0,6.7,1994,['Comedy'],10872
The Remains of the Day,213.0,7.5,1993,"['Drama', 'Romance']",1245
Renaissance Man,83.0,5.9,1994,"['Comedy', 'War']",11858
Rising Sun,188.0,5.8,1993,"['Action', 'Drama', 'Thriller']",7007
The Road to Wellville,43.0,5.5,1994,"['Comedy', 'Romance']",10467
RoboCop 3,309.0,4.2,1993,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",5550
Robin Hood: Men in Tights,575.0,6.4,1993,['Comedy'],8005
Romeo Is Bleeding,36.0,5.7,1993,"['Action', 'Crime', 'Drama', 'Thriller']",2088
Romper Stomper,126.0,6.6,1992,"['Action', 'Drama', 'Thriller']",10412
Ruby in Paradise,10.0,5.6,1993,"['Drama', 'Romance']",47889
Rudy,187.0,7.2,1993,['Drama'],14534
Savage Nights,11.0,6.2,1992,['Drama'],41878
Schindler's List,4436.0,8.3,1993,"['Drama', 'History', 'War']",424
The Scout,37.0,5.3,1994,"['Comedy', 'Drama']",35233
Searching for Bobby Fischer,100.0,7.3,1993,['Drama'],14291
The Secret Garden,232.0,7.1,1993,"['Drama', 'Family', 'Fantasy']",11236
Serial Mom,137.0,6.4,1994,"['Comedy', 'Crime', 'Horror', 'Thriller']",11592
The Shadow,140.0,5.4,1994,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",8850
Shadowlands,61.0,6.8,1993,"['Drama', 'Romance']",10445
Short Cuts,136.0,6.9,1993,"['Comedy', 'Drama']",695
A Simple Twist of Fate,26.0,5.7,1994,"['Drama', 'Family']",43535
Sirens,31.0,5.2,1993,"['Comedy', 'Drama']",12519
Six Degrees of Separation,75.0,6.5,1993,"['Mystery', 'Drama', 'Comedy']",23210
Sleepless in Seattle,630.0,6.5,1993,"['Comedy', 'Drama', 'Romance']",858
Sliver,144.0,4.9,1993,"['Drama', 'Thriller']",867
Blade Runner,3833.0,7.9,1982,"['Science Fiction', 'Drama', 'Thriller']",78
Son in Law,81.0,5.6,1993,"['Comedy', 'Drama', 'Romance']",13203
So I Married an Axe Murderer,131.0,6.1,1993,"['Comedy', 'Crime', 'Romance']",10442
Striking Distance,223.0,5.4,1993,"['Crime', 'Action', 'Mystery', 'Thriller']",11074
Super Mario Bros.,236.0,4.0,1993,"['Adventure', 'Comedy', 'Family', 'Fantasy']",9607
Surviving the Game,53.0,6.1,1994,"['Action', 'Adventure', 'Thriller', 'Crime']",17585
Terminal Velocity,82.0,5.0,1994,"['Action', 'Thriller']",9057
Threesome,57.0,6.3,1994,"['Comedy', 'Drama', 'Family', 'Romance']",10635
The Nightmare Before Christmas,2135.0,7.6,1993,"['Fantasy', 'Animation', 'Family']",9479
The Three Musketeers,219.0,6.2,1993,"['Action', 'Adventure', 'Comedy']",10057
Tombstone,632.0,7.4,1993,"['Action', 'Adventure', 'Drama', 'History', 'Western']",11969
True Romance,762.0,7.5,1993,"['Action', 'Thriller', 'Crime', 'Romance']",319
The War Room,19.0,7.3,1993,"['Documentary', 'History']",26408
The Pagemaster,178.0,6.2,1994,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",15139
Welcome to the Dollhouse,103.0,6.9,1995,"['Comedy', 'Drama']",11446
Germinal,43.0,6.3,1993,"['Drama', 'Romance']",51980
Chasers,22.0,4.7,1994,"['Comedy', 'Romance']",24405
Cronos,153.0,6.4,1993,"['Drama', 'Horror', 'Thriller']",11655
Kika,58.0,6.8,1993,"['Comedy', 'Drama']",8223
Bhaji on the Beach,10.0,5.1,1994,"['Comedy', 'Drama']",14587
Little Big League,20.0,6.0,1994,"['Comedy', 'Family']",31504
The Slingshot,10.0,6.2,1993,['Drama'],41653
"Ciao, Professore!",74.0,7.2,1992,"['Comedy', 'Foreign']",23637
Spanking the Monkey,29.0,5.3,1994,"['Comedy', 'Drama']",17600
The Little Rascals,214.0,6.3,1994,"['Romance', 'Comedy', 'Family']",10897
Andre,31.0,5.0,1994,"['Drama', 'Family', 'Adventure']",21352
The Celluloid Closet,24.0,7.0,1996,"['History', 'Documentary']",32562
Dear Diary,46.0,6.9,1993,"['Comedy', 'Drama']",25403
The Brady Bunch Movie,87.0,5.9,1995,['Comedy'],9066
Home Alone,2487.0,7.1,1990,"['Comedy', 'Family']",771
Ghost,1381.0,6.9,1990,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",251
Aladdin,3495.0,7.4,1992,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",812
Terminator 2: Judgment Day,4274.0,7.7,1991,"['Action', 'Thriller', 'Science Fiction']",280
Dances with Wolves,1084.0,7.6,1990,"['Adventure', 'Drama', 'Western']",581
Batman,2145.0,7.0,1989,"['Fantasy', 'Action']",268
The Silence of the Lambs,4549.0,8.1,1991,"['Crime', 'Drama', 'Thriller']",274
Snow White and the Seven Dwarfs,1973.0,6.9,1937,"['Fantasy', 'Animation', 'Family']",408
Beauty and the Beast,3029.0,7.5,1991,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",10020
Pinocchio,1412.0,6.9,1940,"['Animation', 'Family']",10895
Pretty Woman,1807.0,7.0,1990,"['Romance', 'Comedy']",114
The Wild Bunch,266.0,7.7,1969,"['Adventure', 'Western']",576
Love and a .45,15.0,5.5,1994,"['Crime', 'Thriller']",15477
Bye Bye Love,20.0,6.1,1995,"['Comedy', 'Romance']",30528
One Fine Day,160.0,6.1,1996,"['Comedy', 'Romance']",7300
Candyman: Farewell to the Flesh,64.0,5.0,1995,['Horror'],10824
Fargo,2080.0,7.7,1996,"['Crime', 'Drama', 'Thriller']",275
Homeward Bound II: Lost in San Francisco,105.0,6.0,1996,"['Adventure', 'Comedy', 'Drama', 'Family']",25059
Heavy Metal,150.0,6.3,1981,"['Animation', 'Science Fiction']",11827
Hellraiser: Bloodline,111.0,4.9,1996,"['Horror', 'Thriller', 'Science Fiction']",8766
The Pallbearer,30.0,4.6,1996,"['Comedy', 'Romance']",23570
Jane Eyre,51.0,7.1,1996,"['Drama', 'Romance']",47333
Bread and Chocolate,10.0,7.1,1974,"['Comedy', 'Foreign']",51242
The Aristocats,1287.0,7.1,1970,"['Animation', 'Comedy', 'Family', 'Adventure']",10112
The Flower of My Secret,43.0,6.9,1995,"['Drama', 'Romance']",4307
Two Much,24.0,5.1,1996,"['Comedy', 'Romance']",46029
Ed,24.0,3.6,1996,"['Comedy', 'Family']",32308
A Thin Line Between Love and Hate,15.0,5.7,1996,"['Comedy', 'Thriller', 'Crime', 'Romance']",28121
The Last Supper,82.0,6.5,1995,"['Comedy', 'Thriller', 'Crime', 'Drama']",12520
Primal Fear,644.0,7.4,1996,"['Crime', 'Drama', 'Mystery', 'Thriller']",1592
All Dogs Go to Heaven 2,50.0,5.0,1996,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']",19042
Land and Freedom,53.0,7.0,1995,"['Drama', 'History', 'War', 'Romance']",38884
Theodore Rex,17.0,3.6,1995,"['Fantasy', 'Science Fiction', 'Family']",36259
A Family Thing,14.0,5.6,1996,"['Comedy', 'Drama']",41852
Sgt. Bilko,96.0,5.5,1996,"['Comedy', 'Family']",9099
Jack & Sarah,10.0,5.1,1995,"['Comedy', 'Drama', 'Romance']",2021
Girl 6,17.0,5.7,1996,['Comedy'],61752
Diabolique,74.0,5.4,1996,"['Drama', 'Horror', 'Mystery', 'Thriller']",10988
"Little Indian, Big City",145.0,6.0,1994,"['Adventure', 'Drama', 'Comedy', 'Family']",11479
Nelly and Monsieur Arnaud,16.0,7.1,1996,"['Drama', 'Romance']",12652
Courage Under Fire,240.0,6.2,1996,"['Drama', 'Thriller', 'Mystery', 'War']",10684
Mission: Impossible,2677.0,6.7,1996,"['Adventure', 'Action', 'Thriller']",954
Moll Flanders,19.0,6.2,1996,"['Drama', 'Romance']",18989
"301, 302",10.0,6.2,1995,"['Horror', 'Mystery', 'Thriller']",54285
DragonHeart,553.0,6.4,1996,['Fantasy'],8840
Eddie,46.0,5.4,1996,"['Action', 'Comedy']",11107
Purple Noon,73.0,7.3,1960,"['Crime', 'Drama', 'Thriller']",10363
James and the Giant Peach,375.0,6.2,1996,"['Adventure', 'Animation', 'Family']",10539
Fear,157.0,6.1,1996,"['Drama', 'Thriller', 'Romance']",10543
Kids in the Hall: Brain Candy,26.0,5.9,1996,['Comedy'],18414
Underground,143.0,7.5,1995,"['War', 'Drama', 'Comedy']",11902
All Things Fair,23.0,6.1,1995,"['War', 'Drama', 'Romance']",27098
Bloodsport II,23.0,5.2,1996,"['Action', 'Thriller']",25087
Pather Panchali,63.0,7.9,1955,['Drama'],5801
The World of Apu,40.0,8.2,1959,['Drama'],896
Mystery Science Theater 3000: The Movie,71.0,7.0,1996,"['Comedy', 'Science Fiction']",3065
Space Jam,1335.0,6.5,1996,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",2300
Barbarella,149.0,5.7,1968,['Science Fiction'],8069
Alphaville,100.0,6.8,1965,"['Drama', 'Science Fiction', 'Mystery']",8072
Coup de Torchon,21.0,6.8,1981,['Drama'],35797
Operation Dumbo Drop,37.0,4.7,1995,"['Action', 'Adventure', 'Comedy', 'Family']",27281
Mrs. Winterbourne,26.0,5.5,1996,"['Comedy', 'Romance', 'Drama']",40001
Solo,18.0,3.9,1996,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",29621
The Substitute,60.0,5.8,1996,"['Action', 'Thriller']",20762
Feeling Minnesota,29.0,5.5,1996,"['Action', 'Comedy', 'Drama', 'Thriller']",12656
Angus,24.0,6.8,1995,"['Comedy', 'Drama', 'Family', 'Romance']",25969
Priest Daens,15.0,6.7,1992,"['Drama', 'History']",44103
Faces,36.0,7.1,1968,['Drama'],753
Boys,11.0,5.3,1996,"['Romance', 'Drama', 'Mystery']",43634
The Quest,126.0,5.3,1996,"['Action', 'Adventure']",9103
Mulholland Falls,73.0,6.2,1996,"['Drama', 'Mystery', 'Thriller']",10990
The Truth About Cats & Dogs,86.0,5.7,1996,"['Comedy', 'Romance']",8866
Oliver & Company,372.0,6.5,1988,"['Animation', 'Comedy', 'Family']",12233
Celtic Pride,35.0,4.9,1996,['Comedy'],23449
Flipper,85.0,5.3,1996,"['Adventure', 'Family']",36355
Captives,10.0,6.0,1994,"['Drama', 'Thriller', 'Mystery', 'Romance']",37667
Of Love and Shadows,11.0,4.4,1994,['Drama'],90148
Dead Man,397.0,7.2,1995,"['Drama', 'Fantasy', 'Western']",922
The Horseman on the Roof,25.0,6.7,1995,"['War', 'Adventure', 'Drama', 'Romance']",11876
Switchblade Sisters,27.0,6.6,1975,"['Action', 'Crime', 'Drama']",52633
The Visitors,433.0,7.1,1993,"['Fantasy', 'Comedy', 'Science Fiction']",11687
Multiplicity,158.0,5.5,1996,"['Comedy', 'Fantasy', 'Science Fiction']",9304
The Craft,388.0,6.3,1996,"['Drama', 'Fantasy', 'Horror', 'Thriller']",9100
The Great White Hype,29.0,5.1,1996,"['Comedy', 'Drama']",20759
Cold Comfort Farm,21.0,7.0,1995,"['Comedy', 'Drama', 'Romance']",32513
"Institute Benjamenta, or This Dream People Call Human Life",11.0,7.7,1995,"['Animation', 'Drama']",40651
Heaven's Prisoners,17.0,5.0,1996,"['Drama', 'Mystery', 'Thriller']",36915
The Rock,1474.0,6.9,1996,"['Action', 'Adventure', 'Thriller']",9802
Cemetery Man,105.0,7.0,1994,"['Fantasy', 'Drama', 'Horror', 'Comedy']",21588
Twister,966.0,6.1,1996,"['Action', 'Adventure', 'Drama']",664
Barb Wire,117.0,3.9,1996,"['Action', 'Science Fiction']",11867
Ghost in the Shell,854.0,7.8,1995,"['Action', 'Animation', 'Science Fiction']",9323
Thinner,125.0,5.5,1996,"['Horror', 'Thriller']",10280
Spy Hard,148.0,4.9,1996,"['Action', 'Comedy']",10535
A Close Shave,223.0,7.5,1995,"['Family', 'Animation', 'Comedy']",532
Force of Evil,33.0,6.6,1948,"['Drama', 'Action', 'Crime']",26744
The Stupids,22.0,4.2,1996,"['Comedy', 'Family']",16299
The Arrival,200.0,6.1,1996,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",10547
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1472.0,8.0,1964,"['Drama', 'Comedy', 'War']",935
Gold Diggers: The Secret of Bear Mountain,20.0,5.8,1995,['Drama'],35645
Ashes of Time,73.0,7.1,1994,"['Drama', 'Action']",40751
Stalingrad,116.0,7.4,1993,"['Drama', 'History', 'War']",11101
The Phantom,138.0,4.7,1996,"['Adventure', 'Action']",9826
Striptease,210.0,4.4,1996,"['Drama', 'Thriller', 'Crime']",9879
The Last of the High Kings,15.0,5.7,1996,"['Drama', 'Comedy']",63564
Heavy,11.0,7.7,1995,"['Drama', 'Romance']",22621
Jack,340.0,5.9,1996,"['Comedy', 'Drama', 'Science Fiction']",7095
I Shot Andy Warhol,32.0,6.1,1996,['Drama'],26890
Touki Bouki,10.0,7.3,1973,"['Drama', 'Romance']",77771
Spirits of the Dead,24.0,5.5,1968,"['Drama', 'Mystery', 'Horror']",41225
Trainspotting,2737.0,7.8,1996,"['Drama', 'Crime']",627
Independence Day,3334.0,6.7,1996,"['Action', 'Adventure', 'Science Fiction']",602
Stealing Beauty,99.0,6.6,1996,"['Drama', 'Romance']",14553
The Fan,202.0,5.7,1996,"['Drama', 'Mystery', 'Thriller']",9566
The Hunchback of Notre Dame,1182.0,6.8,1996,"['Drama', 'Animation', 'Family']",10545
The Cable Guy,603.0,5.7,1996,"['Comedy', 'Drama', 'Thriller']",9894
Kingpin,248.0,6.7,1996,['Comedy'],11543
Eraser,553.0,5.6,1996,"['Action', 'Drama', 'Mystery', 'Thriller']",9268
The Nutty Professor,717.0,5.4,1996,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",9327
Daylight,385.0,5.8,1996,"['Action', 'Adventure', 'Thriller']",11228
The Frighteners,413.0,6.7,1996,"['Horror', 'Comedy']",10779
Lone Star,79.0,6.9,1996,"['Drama', 'Mystery', 'Romance']",26748
Harriet the Spy,47.0,5.7,1996,"['Comedy', 'Drama', 'Family']",38223
Phenomenon,328.0,6.2,1996,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",9294
She's the One,71.0,5.7,1996,"['Comedy', 'Romance']",11363
A Time to Kill,522.0,7.0,1996,"['Crime', 'Drama', 'Thriller']",1645
Alaska,32.0,5.2,1996,['Adventure'],36344
Fled,49.0,5.2,1996,"['Action', 'Comedy', 'Thriller']",18550
Kazaam,60.0,3.6,1996,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",11511
Larger Than Life,35.0,5.4,1996,"['Family', 'Comedy']",34170
A Very Brady Sequel,42.0,5.8,1996,['Comedy'],12606
La Collectionneuse,25.0,6.5,1967,"['Drama', 'Comedy', 'Romance']",4837
The Adventures of Pinocchio,55.0,5.0,1996,"['Animation', 'Family', 'Fantasy']",18975
Joe's Apartment,87.0,5.0,1996,"['Fantasy', 'Comedy', 'Music']",11962
The First Wives Club,172.0,6.5,1996,['Comedy'],2925
Stonewall,10.0,7.2,1995,"['Romance', 'Drama', 'Comedy']",28628
Ransom,482.0,6.4,1996,"['Action', 'Thriller']",3595
High School High,51.0,5.4,1996,['Comedy'],9308
Foxfire,30.0,6.3,1996,"['Action', 'Drama', 'Thriller']",18555
Chain Reaction,291.0,5.3,1996,"['Action', 'Drama', 'Science Fiction', 'Thriller']",12123
Matilda,892.0,6.9,1996,"['Comedy', 'Family', 'Fantasy']",10830
Emma,152.0,6.7,1996,"['Drama', 'Comedy', 'Romance']",3573
The Crow: City of Angels,119.0,5.2,1996,"['Action', 'Fantasy', 'Thriller']",10546
House Arrest,32.0,5.0,1996,"['Comedy', 'Family']",18862
Eyes Without a Face,130.0,7.5,1960,"['Drama', 'Horror', 'Thriller']",31417
Bordello of Blood,63.0,5.0,1996,"['Horror', 'Comedy']",9431
The Spitfire Grill,17.0,6.8,1996,"['Comedy', 'Drama']",47907
Escape from L.A.,381.0,5.6,1996,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",10061
Cyclo,23.0,6.8,1995,"['Crime', 'Drama']",36266
Basquiat,97.0,6.6,1996,"['Drama', 'History']",549
Tin Cup,152.0,5.9,1996,"['Comedy', 'Drama', 'Romance']",10478
The Ballad of Narayama,12.0,6.4,1958,['Drama'],116690
The Godfather,6024.0,8.5,1972,"['Drama', 'Crime']",238
Maybe... Maybe Not,34.0,6.1,1994,"['Comedy', 'Drama']",159
Police Story 3: Supercop,109.0,6.7,1992,"['Action', 'Crime', 'Thriller']",11134
Small Faces,10.0,6.4,1996,[],42758
Bound,203.0,6.9,1996,"['Crime', 'Drama', 'Romance', 'Thriller']",9303
Carpool,17.0,4.9,1996,"['Comedy', 'Family']",23945
Kansas City,13.0,6.1,1996,"['Thriller', 'Drama', 'Music', 'Crime']",22479
Gone Fishin',48.0,4.7,1997,"['Comedy', 'Family']",9054
Vive L'Amour,16.0,7.3,1994,['Drama'],11985
Killer: A Journal of Murder,10.0,6.3,1996,['Drama'],59569
Project S,12.0,5.8,1993,"['Action', 'Adventure', 'Crime']",38955
The Relic,130.0,5.8,1997,"['Horror', 'Mystery', 'Thriller']",11015
The Island of Dr. Moreau,148.0,4.6,1996,"['Fantasy', 'Horror', 'Science Fiction']",9306
First Kid,28.0,5.3,1996,"['Comedy', 'Family']",12559
The Trigger Effect,18.0,6.6,1996,"['Drama', 'Thriller']",58770
Bogus,46.0,5.4,1996,"['Fantasy', 'Comedy', 'Family']",3587
Bulletproof,164.0,5.4,1996,"['Action', 'Adventure', 'Comedy', 'Thriller']",10723
The Land Before Time III: The Time of the Great Giving,86.0,6.1,1995,"['Animation', 'Adventure', 'Family']",19004
Halloween: The Curse of Michael Myers,173.0,5.0,1995,"['Horror', 'Thriller']",10987
Twelfth Night,22.0,7.0,1996,"['Drama', 'Comedy', 'Romance']",44705
Mother Night,13.0,7.1,1996,"['Drama', 'History']",20318
Wild Reeds,18.0,7.4,1994,"['Drama', 'Romance']",26933
For Whom the Bell Tolls,41.0,6.1,1943,"['Drama', 'History', 'Romance', 'Thriller']",27854
The Philadelphia Story,196.0,7.7,1940,"['Comedy', 'Romance']",981
Singin' in the Rain,747.0,7.9,1952,"['Comedy', 'Music', 'Romance']",872
An American in Paris,133.0,6.9,1951,"['Drama', 'Comedy', 'Music', 'Romance']",2769
Funny Face,162.0,7.0,1957,"['Music', 'Comedy', 'Romance']",13320
Breakfast at Tiffany's,1082.0,7.6,1961,"['Comedy', 'Drama', 'Romance']",164
Vertigo,1162.0,8.0,1958,"['Mystery', 'Romance', 'Thriller']",426
Rear Window,1531.0,8.2,1954,"['Drama', 'Mystery', 'Thriller']",567
It Happened One Night,283.0,7.7,1934,"['Comedy', 'Romance']",3078
Gaslight,73.0,7.2,1944,"['Drama', 'Mystery', 'Thriller', 'Crime']",13528
The Gay Divorcee,17.0,7.2,1934,"['Comedy', 'Music', 'Romance']",28288
North by Northwest,1062.0,7.8,1959,"['Mystery', 'Thriller']",213
The Apartment,498.0,8.1,1960,"['Comedy', 'Drama', 'Romance']",284
Some Like It Hot,835.0,8.0,1959,"['Comedy', 'Romance']",239
Charade,351.0,7.7,1963,"['Comedy', 'Mystery', 'Romance', 'Thriller']",4808
Casablanca,1462.0,7.9,1942,"['Drama', 'Romance']",289
The Maltese Falcon,435.0,7.8,1941,"['Mystery', 'Crime', 'Thriller']",963
My Fair Lady,361.0,7.4,1964,"['Drama', 'Family', 'Music', 'Romance']",11113
Sabrina,284.0,7.4,1954,"['Comedy', 'Drama', 'Romance']",6620
Roman Holiday,502.0,7.8,1953,"['Comedy', 'Romance']",804
The Little Princess,22.0,7.0,1939,"['Drama', 'Comedy', 'Family']",26531
Meet Me in St. Louis,66.0,6.8,1944,"['Comedy', 'Music', 'Romance']",909
The Wizard of Oz,1689.0,7.4,1939,"['Adventure', 'Family', 'Fantasy']",630
Gone with the Wind,995.0,7.7,1939,"['Drama', 'Romance', 'War']",770
